"Architecture , URL: /wiki/Microarchitecture
","Fabrication (nm) , URL: /wiki/Semiconductor_device_fabrication
","Family","Release Date","Code name","Model Group","Cores","SMT , URL: /wiki/Simultaneous_multithreading
","Clock rate , URL: /wiki/Clock_rate
MHz , URL: /wiki/Hertz
","Bus , URL: /wiki/Bus_(computing)
","Cache","Cache","Cache","Socket , URL: /wiki/CPU_socket
","Memory Controller","Features","Features","Features"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Trinity","SempronX2 240, AthlonX2 340, AthlonX4 740, AthlonX4 750K, FirePro A300, FirePro A320, A4-4300M, A4-4355M, A4-5300, A4-5300B, A6-4400M, A6-4455M, A6-5400K, A6-5400B, A8-5500, A8-4500M, A8-4555M, A8-5500B, A8-5600K, A10-4600M, A10-4655M, A10-5700, A10-5800K, A10-5800B","2/4","No","1600-3800 (2400-4200 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket FM2 , URL: /wiki/Socket_FM2
FS1r2 , URL: /wiki/Socket_FS1
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Richland","SempronX2 250, AthlonX2 350, AthlonX2 370K, AthlonX2 750, AthlonX2 760K, FX-670K, A4-4000, A4-4320, A4-5145M, A4-5150M, A4-6300, A4-6300B, A4-6320, A4-6320B, A4-7300, A4PRO-7300B, A6-5345M, A6-5350M, A6-5357M, A6-6400B , A6-6400K, A6-6420B, A6-6420K, A8-5345M, A8-5350M, A8-5357M, A8-6500, A8-6500T, A8-6500B, A8-6600, A10-5745M, A10-5750M, A10-5757M, A10-6700, A10-6700T, A10-6790B , A10-6790K , A10-6800B , A10-6800K","2/4","No","1700-4100 (2600-4400 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket FM2 , URL: /wiki/Socket_FM2
FS1r2 , URL: /wiki/Socket_FS1
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Vishera","FX-4300 series (4300, 4320, 4350)","4","No","3800-4200 (4000-4300 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket AM3+ , URL: /wiki/Socket_AM3%2B
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Vishera","FX-6300 series (6300, 6350)","6","No","3500-3900 (4100-4200 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket AM3+ , URL: /wiki/Socket_AM3%2B
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Vishera","FX-8300 series (8300, 8310, 8320, 8320E, 8350, 8370, 8370E, 9370, 9590)","8","No","3300-4700 (4000-5000 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket AM3+ , URL: /wiki/Socket_AM3%2B
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Delhi","Opteron 3300 series (3320EE, 3350HE, 3365, 3380)","4/8","No","1900-2800 (2100-3800 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket AM3+ , URL: /wiki/Socket_AM3%2B
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Seoul","Opteron 4300 series (43CXEE, 43GKHE, 4310EE, 4332HE, 4334, 4340, 4365EE, 4376HE, 4386)","4/6/8","No","2000-3500 (2300-3800 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket C32 , URL: /wiki/Socket_C32
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","32","Piledriver , URL: /wiki/Piledriver_(microarchitecture)
","","Abu Dhabi","Opteron 6300 series (6308, 6320, 6328, 6338P, 6344, 6348, 6366HE, 6370P, 6376, 6378, 6380, 6386SE)","4/8/12/16","No","1800-3500 (2300-3800 boost)","2600","2 x 16 KB (data) + 64 KB (instruction)(per module)","4x2, 3x2, 2x2, 1","8, 4","Socket G34 , URL: /wiki/Socket_G34
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","28","Steamroller , URL: /wiki/Steamroller_(microarchitecture)
","","Kaveri","AthlonX2 450, AthlonX4 840, AthlonX4 860K, AthlonX4 870K, AthlonX4 880K, FX-770K, FX-7500, FX-7600P, A4PRO-7350B, A6-7000, A6Pro-7050B, A6-7400K, A6PRO-7400B, A6-7470K, A8-7100, A8Pro-7150B, A8-7200P, A8-7600, A8PRO-7600B, A8-7650K, A8-7670K, A10-7300, A10Pro-7350B, A10-7400P, A10-7700K, A10-7800, A10PRO-7800B, A10-7850K, A10-7850B, A10-7860K, A10-7870K, A10-7890K","2/4","No","1800-4100 (3000-4300 boost)","","2 x 16 KB (data) + 96 KB (instruction)(per module)","2x2, 1","","Socket FM2+ , URL: /wiki/Socket_FM2%2B
Socket FP3 , URL: /wiki/Socket_FP3
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","28","Excavator , URL: /wiki/Excavator_(microarchitecture)
","","Carrizo","AthlonX4 835, AthlonX4 845, FX-8800P, A6-8500P, A6Pro-8500B, A8-8600P, A8Pro-8600B, A10-8700P, A10Pro-8700B, A10-8780P, A12Pro-8800B","2/4","No","1600-3500 (3000-3800 boost)","","2 x 32 KB (data) + 96 KB (instruction)(per module)","2x1","","Socket FM2+ , URL: /wiki/Socket_FM2%2B
Socket FP4 , URL: /w/index.php?title=Socket_FP4&action=edit&redlink=1
","DDR3 , URL: /wiki/DDR3_SDRAM
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Bulldozer , URL: /wiki/Bulldozer_(microarchitecture)
","28","Excavator , URL: /wiki/Excavator_(microarchitecture)
","","Bristol Ridge","AthlonX4 940, AthlonX4 950, AthlonX4 970, FX-9800P, FX-9830P, A6-9500, A6PRO-9500, A6Pro-9500B, A6-9500E, A6PRO-9500E, A6-9550, A8-9600, A8PRO-9600, A8Pro-9600B, A8Pro-9630B, A10-9600P, A10-9620P, A10-9630P, A10-9700, A10PRO-9700, A10Pro-9700B, A10-9700E, A10PRO-9700E, A10Pro-9730B, A12-9700P, A12-9720P, A12-9730P, A12-9800, A12PRO-9800, A12Pro-9800B, A12-9800E, A12PRO-9800E, A12Pro-9830B","2/4","No","2300-3800 (3200-4200 boost)","","2 x 32 KB (data) + 96 KB (instruction)(per module)","1x1, 2x1","","Socket AM4 , URL: /wiki/Socket_AM4
Socket FP4 , URL: /w/index.php?title=Socket_FP4&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX1.1 , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","Cool'n'Quiet , URL: /wiki/Cool%27n%27Quiet
PowerNow! , URL: /wiki/PowerNow!
Turbo Core , URL: /wiki/Turbo_Core
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
IOMMU , URL: /wiki/IOMMU
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
XOP , URL: /wiki/XOP_instruction_set
FMA3 , URL: /wiki/FMA3
FMA4 , URL: /wiki/FMA4
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
TBM , URL: /wiki/Bit_Manipulation_Instruction_Sets
ECC , URL: /wiki/Exchange_coupled_composite_media
"
"Jaguar , URL: /wiki/Jaguar_(microarchitecture)
","28","Jaguar , URL: /wiki/Jaguar_(microarchitecture)
","","Kabini, Temash, Kyoto","","2/4","No","1000 - 2200","","32 kB + 32 kB (per core)","512 KB (per core)","","Socket AM1 , URL: /wiki/Socket_AM1
Socket FT3 , URL: /wiki/Socket_FT3
","DDR3 , URL: /wiki/DDR3
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
"
"Jaguar , URL: /wiki/Jaguar_(microarchitecture)
","28","Puma , URL: /wiki/Puma_(microarchitecture)
","","Beema, Mullins, Stepped Eagle, Crowned Eagle, Carrizo-L, LX-Family,","","2/4","No","800 - 2400","","32 kB + 32 kB (per core)","512 KB (per core)","","Socket FT3b , URL: /wiki/Socket_FT3b
","DDR3 , URL: /wiki/DDR3
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
","PowerNow! , URL: /wiki/PowerNow!
","AMD64 , URL: /wiki/AMD64
NX bit , URL: /wiki/NX_bit
AMD-V , URL: /wiki/AMD-V
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","March 2017","Summit Ridge","Ryzen 3 (Pro 1200, 1200, Pro 1300, 1300X)","4","no","3100-3500 (3400-3700 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","8 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","March 2017","Summit Ridge","Ryzen 5 (1400, Pro 1500, 1500X, Pro 1600, 1600, 1600X)","4/6","yes","3200-3600 (3400-4000 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","8-16 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
